platform,title,url,publishedAt,impressions,views,clicks,likes,comments,shares,engagementRate,format
linkedin,"Miami made a strong first impression.

For our first GILD AI Forum in the city, we brought together a curated group of senior AI and engineering leaders for a thoughtful, high-energy evening.

A big thank you to Isaac Rodriguez for opening the conversation with a practical look at AI across the software delivery workflow. His key point: faster code does not automatically mean faster delivery. The real challenge is understanding where bottlenecks move, where human judgment still matters, and how teams measure real business value.

From there, the conversation kept moving, with people challenging ideas, sharing what they were seeing inside their own companies, and finding unexpected points of connection across the table. 

That is exactly what we built GILD for: bringing the right people together and creating the trust that turns one conversation into a lasting relationship.

Grateful to everyone who joined us: Gino Ferrand, Dianne Erwin, Alexandria de Aranzeta, JD, Anna Arsentieva, Arpit Gupta, Diego Giron, Isaac Rodriguez, Jairo Pava, Jean-Jacques Simeoni, Juan Fernandez, Matt Kuritz, Michael Bellissimo, Reynaldo Fagundes, Thomas Quintana, Tiago Bernardinelli, Tom Purves

Thank you to Tecla for partnering with us and helping bring our first Miami forum to life. Tecla helps companies hire AI-ready talent and build and operate AI-enabled growth systems.

Learn more about Tecla here: https://lnkd.in/eReS3pg5

Miami, we are just getting started.",https://www.linkedin.com/feed/update/urn:li:activity:7486479825180753921,2026-07-24,1088,0.0,279,24,1,7,0.2858455777168274,Orgánico
linkedin,"The margin for error is disappearing.

In AI, a strong product can still be crushed if it is built directly in the path of the next platform shift. The companies that survive will not just move fast. They will understand where defensibility actually lives and build where they have a real chance to hold their ground.

In this episode of the GILD Podcast, Gino Ferrand and Anand Arivukkarasu explore why solving a user problem is no longer enough, what survives the “SaaSpocalypse,” and how founders can find the gaps worth owning.

https://lnkd.in/gdB5ypEN

#GILDPodcast #AIStrategy #AIDefensibility #TechLeadership #AIStartups",https://www.linkedin.com/feed/update/urn:li:activity:7485816119899938816,2026-07-22,138,37.0,4,3,0,0,0.050724636763334274,Vídeo
linkedin,"A week later, we are still thinking about Austin.⁠
⁠
The conversation was a reminder that as AI changes how we work, it is also changing how we build community. The value is not only in who you know, but in who you can think with, learn from, and trust.⁠
⁠
Tonight, we bring that same intention to Miami for GILD’s first AI Forum in the city.⁠
⁠
Thank you to Tecla for partnering with us and helping make these conversations possible. Tecla helps companies hire AI-ready talent and build and operate AI-enabled growth systems.⁠
⁠
Learn more about Tecla here: https://lnkd.in/eReS3pg5",https://www.linkedin.com/feed/update/urn:li:activity:7485363246023983104,2026-07-21,417,0.0,189,10,0,0,0.4772182106971741,Orgánico
linkedin,"People do not remember a room because of the headcount. 

They remember the conversation they could not have had anywhere else. Tuesday night in Austin, GILD brought together 26 senior AI and engineering leaders for a conversation that felt curious, candid, and grounded in the realities of building with AI inside complex organizations.

Kurt Shriner opened the night with how he's rebuilt his workflow at Amazon/Whole Foods around AI agents running 14 concurrent projects across 600+ stores at roughly 1.6x output, using custom agents and a 4-persona adversarial review system to pressure-test decisions before any human sees them. 

His question stuck with the room: it isn't ""how do I use AI?"" it's ""what work was my brain never designed to do, and how do I hand that off while keeping the judgment for myself?""

That set the tone for the night. People were leaning in, comparing notes, and building on each other's ideas in a way that made the room feel alive.
Grateful to everyone who joined us: Anastassia Olenick Caleb Sidel Diego Giron Dinkar Piratla Ed Benson Femke M. John Daly Karishma Shah Kat Rector Liz Molleur Maxime Peabody Olena Kulik Pari Lingampally Raphael Varieras Saurabh Agrawal Sreenivasa Reddy Pitchala Srikanth Tadimalla Steven Ehlinger II Sukhi Grewal Tim Child William Baxter Yasmin Abdi

Thank you to our sponsor, Tecla, for bringing us together. Tecla builds the teams and AI systems companies need to grow.
Learn more about Tecla here: https://lnkd.in/eReS3pg5

#Austin keeps showing up. Thank You!",https://www.linkedin.com/feed/update/urn:li:activity:7483901507222806528,2026-07-17,809,0.0,161,26,1,8,0.2422744184732437,Orgánico
linkedin,"AI is full of bold claims.

What is harder to find are honest conversations about what is working, what is not, and what leaders would do differently.

In this clip from the GILD Podcast, Gino Ferrand, Founder of GILD, and Anand Arivukkarasu, AI Product Strategy Advisor, discuss why real peer-to-peer knowledge is becoming more valuable.

That same kind of candid exchange is at the heart of tonight’s GILD Austin event.

No selling. No performance. Just real conversations between leaders doing the work.

#AILeadership #EngineeringLeadership #PeerToPeerLearning #GILDCommunity #AustinTech",https://www.linkedin.com/feed/update/urn:li:activity:7482889170001207296,2026-07-14,170,46.0,4,3,0,0,0.04117647185921669,Vídeo
linkedin,"AI decisions are getting harder to make alone.

The most useful input often comes from peers who are facing the same questions: which tools to trust, how to structure agentic workflows, what is actually production-ready, and where the risks are hiding.

GILD creates space for those conversations to happen honestly, off the record, and with the right people in the room.

Full GILD Podcast episode with Anand Arivukkarasu is live.",https://www.linkedin.com/feed/update/urn:li:activity:7481004551349903360,2026-07-09,89,0.0,1,3,0,0,0.04494382068514824,Orgánico
linkedin,"When there's a gold rush, the people selling shovels win.

That is how Anand frames the bottom of the AI stack on the GILD Podcast. Everyone is fighting at the model and app layers, but the durable value sits underneath: the compute, the chips, the data centers, the raw energy and resources most software people never think about.

He goes as far as calling resources ""L minus one,"" the layer so foundational nobody in software even touches it. It is the same story that made NVIDIA the winner of this cycle.

If you are building in AI, it is worth asking which layer you actually live on, and how far you are from the shovels.

The full conversation with Anand Arivukkarasu is live now. Listen here: https://lnkd.in/g6JvBUmK

#AIInfrastructure #AIStrategy #TechLeadership #Compute #GILDPodcast",https://www.linkedin.com/feed/update/urn:li:activity:7480724754807758848,2026-07-08,169,49.0,3,5,0,0,0.047337278723716736,Vídeo
linkedin,"Which verticals do the big AI labs take over first? Anand has a clear answer: MarTech is first on the clock.

On the GILD Podcast, he lays out the logic. MarTech is lightly regulated, runs on data that is already everywhere, and the models have trained on trillions of those data points. Low friction, easy to absorb.

MedTech is the opposite. Heavy compliance, gated data the labs cannot simply reach. That regulatory wall is exactly what buys those categories time.

The pattern is worth sitting with: regulation and data access are quietly deciding who gets disrupted next, and who is protected.

New episode drops tomorrow. Which vertical do you think falls after MarTech?

#MarTech #AIstrategy #AIdisruption #techleadership #GILDPodcast",https://www.linkedin.com/feed/update/urn:li:activity:7480319449229602816,2026-07-07,77,24.0,0,3,0,0,0.03896103799343109,Vídeo
linkedin,"The best introductions do not happen because two people are available. They happen because there is context.

Someone is building something similar. Someone has solved a version of the problem you are facing. Someone understands the market, the buyer, the hire, the risk, or the decision you are trying to make.

That is the idea behind Curated Connections, a GILD member perk built for thoughtful, double opt-in introductions.

You tell us who would be useful to meet. We look across the GILD community and broader trusted network for relevant matches, then only move forward when there is a clear reason for both people to connect.

No directory. No cold outreach. No volume game. Just the right introduction, made with context.

Senior tech leader in Austin, Dallas, or Miami? Apply to join → https://gildhq.com/join",https://www.linkedin.com/feed/update/urn:li:activity:7478518432880295936,2026-07-02,130,0.0,2,2,0,0,0.03076923079788685,Orgánico
linkedin,"Curated Connections, a GILD member perk. Three steps:⁠
⁠
Share. A short intake captures what you’re working on, who would be useful to meet, and the kind of context or perspective you’re looking for.⁠
⁠
Curate. We run it against the room and our wider trusted network to surface the few connections actually worth making.⁠
⁠
Connect. When both sides say yes, we make a warm, personal introduction. Direct, never cold.⁠
⁠
You don’t scroll a directory. You don’t work a room. You tell us what would be useful, and we do the matching.⁠
⁠
Senior tech leader in Austin, Dallas, or Miami? Apply to join → https://gildhq.com/join",https://www.linkedin.com/feed/update/urn:li:activity:7478141670467862528,2026-07-01,117,0.0,18,1,0,0,0.16239316761493683,Orgánico
linkedin,"Most networking is a numbers game. Collect enough contacts, hope one matters.

Curated Connections, a GILD member perk, works the opposite way.
You tell us what you're trying to build or solve. We put you across the table from the one person who has already done it.

Every introduction is hand-selected. Double opt-in. Made only when both sides stand to gain.

Not a directory. Not a mixer. The right introduction, made deliberately. 

The value was never the size of the network. It was always who you got to know.

Senior tech leader in Austin, Dallas, or Miami? Apply to join → https://gildhq.com/join
",https://www.linkedin.com/feed/update/urn:li:activity:7477777771520253952,2026-06-30,146,0.0,20,0,0,1,0.1438356190919876,Orgánico
linkedin,"Everyone in Austin is talking about AI tools. Almost no one is talking about the harder part.

Because the next advantage won't come from tools. It'll come from trusted conversations with people making the same hard calls: what to automate, what to protect, and where human judgment still wins.

That's the room GILD is building. As AI gets embedded deeper into how teams build and decide, who you think alongside matters more than ever.

On July 14, GILD is bringing senior AI and engineering leaders together in Austin for a practical, off-the-record dinner. A curated room, real operators, relationships that outlast the night.

Request an invite: https://luma.com/GILD23

Know someone who belongs in the room? Send it their way.

#GILD #AILeadership #EngineeringLeadership #AustinTech #AI",https://www.linkedin.com/feed/update/urn:li:activity:7476329725720801280,2026-06-26,96,0.0,3,0,1,0,0.0416666679084301,Orgánico
linkedin,"More GILD gatherings are coming soon.

Three cities, one network, and the senior AI and engineering leaders worth being around.

These forums are built for candid, practical conversations about what it takes to build, adopt, and lead with AI. As the pace of change accelerates, trusted peers become one of the most valuable resources leaders have.

Upcoming rooms will focus on the decisions AI and engineering leaders are making now: from team adoption to engineering workflows to the operating models behind AI-enabled companies.

Request an invite: https://luma.com/gild

#AILeadership #EngineeringLeadership #AIFuture #GILD
",https://www.linkedin.com/feed/update/urn:li:activity:7475967340770193408,2026-06-25,95,0.0,53,2,0,0,0.5789473652839661,Orgánico
linkedin,"As GILD's flagship sponsor, Tecla helps bring these rooms to life.

Behind every GILD gathering is a partner ecosystem that makes better spaces for senior tech leaders to actually connect.

Special thanks to Tecla for supporting these conversations. Tecla helps AI-forward companies hire top talent across engineering, product, and growth. With a vetted network of talent in the U.S. and across Latin America.

https://lnkd.in/g6tUkP3i",https://www.linkedin.com/feed/update/urn:li:activity:7475578288435003392,2026-06-24,295,0.0,6,3,0,0,0.03050847537815571,Orgánico
linkedin,"First time in Miami. Big moment for GILD.

We’re bringing senior AI and engineering leaders together for practical, off-the-record conversations on building and leading in the AI era.

A curated room, real operators, and space to build trusted relationships with peers facing similar questions and decisions.

Request an invite here: https://luma.com/Gild25

Know an AI or engineering leader in Miami? Feel free to share this with them.

#GILD #AILeadership #EngineeringLeadership #MiamiTech #AI",https://www.linkedin.com/feed/update/urn:li:activity:7474845441877008385,2026-06-22,202,0.0,3,4,0,3,0.049504950642585754,Orgánico
linkedin,"What made Tuesday night’s GILD dinner in Dallas memorable wasn’t the programming. It was what happened around it.

Dallas had that energy this week: sharp questions, honest perspectives, and the kind of conversation that continues after the dinner ends.

That’s what we’re building with GILD. Small, trusted rooms for AI and engineering leaders navigating what’s next.

#GILD #AILeadership #EngineeringLeadership #DallasTech",https://www.linkedin.com/feed/update/urn:li:activity:7473808204112547840,2026-06-19,148,73.0,3,5,0,0,0.054054055362939835,Vídeo
linkedin,"Tuesday night in Dallas, the room didn’t need prompting.

GILD’s second Dallas dinner had the kind of energy you hope for but can’t really plan for: people were present, open, and ready to have a real conversation.

What stood out most was how quickly the conversation moved past surface-level insights.

Leaders openly shared what they’re seeing as AI reshapes their teams. And in between those exchanges, you could feel the start of something just as important: trusted relationships forming between peers who are navigating the same kind of change.

A special thank you to Anand Arivukkarasu for setting the tone with the “Intelligence Lens,” a framework for evaluating AI defensibility beyond traditional measures like product-market fit.

Grateful to everyone who joined us Tuesday night: Gino Ferrand, Dianne Erwin, Agam More, Akbar Shaik, Alec Lazarescu, Amee Meghani, Arif Sundrani, Chad Juliano, Chris Brown, Clement Yu, Jake Bassett, Jesse Gurevich, Jonathan Kropp, Lokesh Mathur, Matt C., Matt Murphy, My Tra Pham, Naveed Ahmed, Ogechi Ugwulebo, Preston Willis, Sunny Rai

And thank you to our partner, Tecla, for making the room possible. They help AI-forward companies hire top talent across engineering, product, and growth, with a vetted network across the U.S. and Latin America.

Learn more about Tecla here: https://lnkd.in/eReS3pg5

Dallas, we’re just getting started.",https://www.linkedin.com/feed/update/urn:li:activity:7473483516719235073,2026-06-18,1266,0.0,520,28,7,2,0.43996840715408325,Orgánico
linkedin,"AI decisions are getting harder to make alone.

Senior AI and engineering leaders need trusted people to think with. People who understand the pressure of moving from experiments to production, and who can share what they’re seeing close to the work.

That’s what GILD is built for.

A trusted network for leaders navigating what comes next in AI, through curated conversations, thoughtful connections, and real relationships.

Request access to the GILD Network:
https://lnkd.in/gvqeCTmw

#AILeadership #EngineeringLeadership #AIInProduction #TechLeaders #GILD",https://www.linkedin.com/feed/update/urn:li:activity:7472664098133102593,2026-06-16,128,0.0,23,3,0,0,0.203125,Orgánico
linkedin,"More GILD gatherings are coming this month and beyond.

Our forums are designed for AI leaders and senior engineering leaders who want sharper conversations about what it actually takes to build, deploy, and scale AI inside companies.

Browse the upcoming GILD calendar to see what’s ahead, and request details when a gathering feels relevant to your work: https://luma.com/gild

#AILeadership #EngineeringLeadership #EnterpriseAI  #AITransformation #TechLeadership #GILDCommunity",https://www.linkedin.com/feed/update/urn:li:activity:7471226144525299712,2026-06-12,88,28.0,3,1,0,0,0.04545454680919647,Vídeo
linkedin,"We're back in Dallas, and we couldn't be more excited.

June 16. GILD AI Forum, presented by Tecla.

A private dinner for CTOs, VPs of Engineering, and Heads of AI. Off the record. Room capped at 25.

Applications close this week. https://luma.com/Gild21",https://www.linkedin.com/feed/update/urn:li:activity:7470858428861554688,2026-06-11,170,0.0,25,3,0,0,0.16470588743686676,Orgánico
linkedin,"Everyone's talking about AI. Very few people get to talk through it with someone who actually gets it.

In the AI era, human connection is becoming more important, not less. GILD gives senior AI and engineering leaders a trusted space to meet the people behind the work: the ones leading teams, making decisions, and building what comes next.

Through curated dinners, introductions, a private community, and ongoing network intelligence, GILD helps leaders stay connected, informed, and ahead.

Request access to the GILD Network
https://gildhq.com/ 

#AILeaders #EngineeringLeaders #AICommunity #TechLeadership #GILD",https://www.linkedin.com/feed/update/urn:li:activity:7470133695555739649,2026-06-09,195,0.0,69,8,0,1,0.4000000059604645,Orgánico
linkedin,"AI adoption doesn’t happen just because a company buys the right tools.

In this clip, Raphael Varieras, SVP of AI & Data at Zello, talks about the role his team plays across product, design, engineering, and marketing: helping people understand what’s possible today, what may be possible soon, and where the human edge still matters.

It’s a practical look at what AI leadership really requires: not just building agents, but guiding teams through change.

Episode 7 of the GILD Podcast is out now.

https://lnkd.in/gh5pyuti

#GILDPodcast #AILeadership #EnterpriseAI #FutureOfWork #AIInBusiness",https://www.linkedin.com/feed/update/urn:li:activity:7468666839427031041,2026-06-05,163,571.0,10,8,0,2,0.12269938737154007,Vídeo
linkedin,"AI adoption isn’t just about what can be automated. It’s about knowing where automation actually belongs.

In this clip, Gino Ferrand, Founder of GILD and Tecla, uses hiring as one example of a bigger question: where can AI create leverage, and where do trust, judgment, and human connection still matter most?

The conversation explores that balance in Episode 7 of the GILD Podcast with Raphael Varieras, SVP of AI & Data at Zello. Out now.

 https://lnkd.in/gh5pyuti

#GILDPodcast #AILeadership #EnterpriseAI #FutureOfWork #AIInBusiness",https://www.linkedin.com/feed/update/urn:li:activity:7468321773567188993,2026-06-04,113,48.0,3,5,0,0,0.07079645991325378,Vídeo
linkedin,"What does it actually look like to deploy AI inside a company?

In tomorrow’s episode of the GILD Podcast, Gino Ferrand, founder of Tecla and GILD, sits down with Raphael Varieras, SVP of AI & Data at Zello, to talk about internal AI adoption, customer-facing AI products, build vs. buy decisions, and what changes when teams start shipping AI at scale.

In this clip, Raphael shares one important piece of that puzzle: how teams need to think about security and misuse when AI becomes part of the product experience.

Episode 7 drops tomorrow.

#GILDPodcast #AILeadership #EnterpriseAI #AIAdoption #TechLeadership #Zello",https://www.linkedin.com/feed/update/urn:li:activity:7467612856360992768,2026-06-02,123,45.0,5,4,0,0,0.0731707289814949,Vídeo
linkedin,"Austin had the kind of energy you can’t manufacture.

Wednesday night’s GILD AI Forum x Tecla dinner brought together senior AI and engineering leaders who were generous with their ideas, honest about what they’re seeing, and fully present from the moment they walked in.

It felt less like an event and more like a room that clicked.

The kind where introductions turn into real exchanges quickly. Where people lean in, ask better questions, challenge each other thoughtfully, and keep the conversation going long after the structured part ends.

That’s what stood out most.

Not just the caliber of the people in the room, but the way they showed up: curious, direct, open, and willing to share what usually stays behind closed doors.

A special thank you to Patrick Jean, Founder of momentiq.ai and former CTO of OutSystems, for kicking off the evening with a perspective that was thoughtful, practical, and deeply informed by experience.

Special thanks to our partner, Tecla, for supporting this conversation. Tecla helps AI-forward companies hire top talent across engineering, product, and growth. With a vetted network of talent in the U.S. and across Latin America. https://lnkd.in/eyz8VJfh 

And thank you to everyone who joined us in Austin and made the night feel the way it did. Dianne Erwin, Aracely Gonzalez, Adam Martinez, Anastassia Olenick, Andy Sen, Anand Arivukkarasu, Caleb Sidel, Chandu Venigalla, Clayton Sammüller, Dave Jenkins, Denis Kunitski, Jamie Wagner, Jason Putnam, Jeffrey Pole, Johnny Uwe Debrodt Sarabia, Khrystyna Layman, Meltem Ballan, Michael Bernstein, Nate Craddock, Olivier Grinda, Ramadass Prabhakar, Ricky Melendez, Rod Whisnant, Ron Dovich, Sam Gonzalez, Sangati Seth, Saurabh Agrawal, Tim Child.

This is the kind of room GILD exists to create.",https://www.linkedin.com/feed/update/urn:li:activity:7466155155579699200,2026-05-29,1132,0.0,276,27,8,9,0.2826855182647705,Orgánico
linkedin,"Dallas, we’re back.

After our first GILD dinner in Dallas, one thing was clear: this city has an AI and senior engineering leadership community worth bringing together again.

On June 16, GILD returns to Dallas for another private dinner and off-the-record conversation on what AI is actually changing inside engineering organizations.

No hype. No polished talking points. Just real conversations with leaders building through it.

You can request an invite here: https://luma.com/Gild21

#GILD #DallasTech #AI #EngineeringLeadership",https://www.linkedin.com/feed/update/urn:li:activity:7465427962222387200,2026-05-27,180,48.0,9,3,0,0,0.06666667014360428,Vídeo
linkedin,"Some of the most important AI conversations happening right now won't be public.

Next week, GILD is hosting a room of CTOs, VPs of Engineering, Heads of AI, and senior technical leaders in Austin. Off the record. Intentionally small. Focused entirely on what production AI actually looks like inside companies building it at scale.

This is the room we love putting together.

Appreciate @tecla.io as our flagship partner for supporting these conversations.

#GILDForum #AILeadership #TechLeadership #EngineeringLeadership #ProductionAI #CTO #Austin
",https://www.linkedin.com/feed/update/urn:li:activity:7463605394318409728,2026-05-22,133,0.0,2,0,0,0,0.015037594363093376,Orgánico
linkedin,"“The impact passes the room.”

That’s one of the most powerful things Gino Ferrand, founder of GILD and Tecla, has seen after eight months of building the GILD Podcast and community.

The dinner may end, but the conversations keep going. Introductions turn into real relationships. Members continue showing up for each other long after they leave the table.

Episode 6 with Kirsten Karchmer is now live.

This conversation covers AI, femtech, founder velocity, and what it means to build with a community behind you.

#GILDPodcast #ArtificialIntelligence #FemTech #TechLeadership #AustinTech",https://www.linkedin.com/feed/update/urn:li:activity:7463237289318506497,2026-05-21,218,85.0,10,7,1,1,0.08715596050024033,Vídeo
linkedin,"The best rooms don't feel like networking.

Kirsten Karchmer has been to a lot of events. She said what makes GILD different is simple: nobody's pitching. Nobody's performing. Just people who are genuinely willing to help, and who actually follow through.

That kind of trust doesn't happen by accident. It's what we obsess over at GILD.

Episode 6 of the GILD Podcast is live. Kirsten goes deep on building Conceivable, deploying AI care teams, and what 25 years of clinical practice taught her about solving hard problems.

https://lnkd.in/gwyzgXAf

#GILDPodcast #TechLeadership #AILeadership #Founders #Community #FemTech #AIinHealthcare",https://www.linkedin.com/feed/update/urn:li:activity:7462956225706684416,2026-05-20,105,36.0,3,0,0,0,0.02857142873108387,Vídeo
linkedin,"GPT says: ""See a fertility doctor. Try a Mediterranean diet.""

Kirsten's AI says: ""Your energy is a 2 out of 10. Making humans is energy-dependent. Let's figure out why.""

That's the difference between a generic model and 25 years of clinical insight, trained into an AI care team.

Kirsten Karchmer, founder of Conceivable, on Episode 6 of the GILD Podcast. Dropping tomorrow.

#GILDPodcast #ArtificialIntelligence #VibeCoding #FemTech #TechLeadership",https://www.linkedin.com/feed/update/urn:li:activity:7462507537045676032,2026-05-19,128,40.0,2,2,1,0,0.0390625,Vídeo
linkedin,"Dallas had its own rhythm.

People arrived open, curious, ready to be somewhere instead of just at something.

A room where expertise didn't need to be announced. Where the pace slowed down enough for honesty. Where it was easy to say, ""Here's what we're actually seeing.""

The photos capture part of it. But the feeling was in the room.

For our first GILD dinner outside of Austin, that felt like exactly the right kind of beginning.

Appreciate @Tecla as our flagship partner for supporting these conversations.

#GILD #Dallas #TechLeadership #AILeadership #CommunityBuilding #ExecDinner #SeniorLeaders",https://www.linkedin.com/feed/update/urn:li:activity:7461080303537790976,2026-05-15,233,78.0,8,2,0,0,0.042918454855680466,Vídeo
